"Uid","CLUB"
72310,"club-209"
72316,"club-203"
72318,"club-203"
72319,"club-136"
72320,"club-106"
72321,"club-102"
72322,"club-103"
72323,"club-118"
72327,"club-114"
72334,"club-116"
72336,"club-103"
72340,"club-136"
72343,"club-209"
72346,"club-108"
72348,"club-108"
72350,"club-114"
72351,"club-103"
72352,"club-116"
72354,"club-103"
72355,"club-203"
72356,"club-108"
72357,"club-114"
72358,"club-136"
72359,"club-203"
72360,"club-203"
72362,"club-118"
72369,"club-103"
72372,"club-203"
72373,"club-114"
72376,"club-118"
72377,"club-136"
72378,"club-203"
72379,"club-203"
72381,"club-209"
72382,"club-136"
72384,"club-102"
72385,"club-114"
72387,"club-136"
72388,"club-103"
72390,"club-136"
72391,"club-118"
72392,"club-114"
72395,"club-102"
72396,"club-112"
72398,"club-108"
72400,"club-136"
72403,"club-112"
72408,"club-209"
72409,"club-203"
72414,"club-136"
72415,"club-108"
72416,"club-114"
72417,"club-108"
72418,"club-136"
72419,"club-103"
72421,"club-203"
72422,"club-203"
72423,"club-102"
72424,"club-103"
72425,"club-103"
72427,"club-102"
72428,"club-112"
72431,"club-136"
72432,"club-136"
72433,"club-116"
72434,"club-116"
72435,"club-203"
72436,"club-114"
72440,"club-103"
72441,"club-108"
72442,"club-112"
72443,"club-203"
72444,"club-108"
72445,"club-136"
72447,"club-103"
72448,"club-114"
72449,"club-108"
72452,"club-116"
72453,"club-209"
72454,"club-114"
72455,"club-114"
72456,"club-203"
72458,"club-106"
72460,"club-108"
72461,"club-103"
72463,"club-108"
72465,"club-118"
72466,"club-203"
72471,"club-203"
72472,"club-209"
72474,"club-136"
72475,"club-114"
72477,"club-114"
72482,"club-116"
72485,"club-108"
72487,"club-203"
72490,"club-203"
72494,"club-203"
72495,"club-118"
72498,"club-103"
72499,"club-203"
72504,"club-106"
72506,"club-108"
72510,"club-108"
72512,"club-116"
72513,"club-108"
72514,"club-106"
72515,"club-102"
72516,"club-114"
72517,"club-136"
72518,"club-102"
72519,"club-116"
72523,"club-114"
72528,"club-116"
72530,"club-114"
72531,"club-209"
72532,"club-103"
72534,"club-136"
72535,"club-102"
72537,"club-209"
72540,"club-103"
72542,"club-112"
72543,"club-209"
72546,"club-203"
72547,"club-118"
72552,"club-116"
72553,"club-203"
72555,"club-103"
72556,"club-114"
72558,"club-209"
72559,"club-209"
72560,"club-203"
72564,"club-203"
72569,"club-203"
72570,"club-136"
72580,"club-203"
72587,"club-136"
72588,"club-121"
72589,"club-114"
72591,"club-106"
72596,"club-121"
72598,"club-121"
72599,"club-217"
72601,"club-137"
72603,"club-137"
72604,"club-107"
72605,"club-217"
72606,"club-137"
72607,"club-137"
72608,"club-111"
72609,"club-137"
72611,"club-217"
72612,"club-137"
72618,"club-106"
72622,"club-217"
72626,"club-111"
72627,"club-137"
72628,"club-111"
72632,"club-137"
72633,"club-111"
72634,"club-110"
72637,"club-137"
72639,"club-111"
72643,"club-137"
72645,"club-121"
72646,"club-110"
72648,"club-106"
72649,"club-111"
72650,"club-107"
72651,"club-137"
72654,"club-102"
72655,"club-111"
72658,"club-137"
72659,"club-112"
72661,"club-121"
72662,"club-112"
72671,"club-114"
72672,"club-217"
72674,"club-217"
72676,"club-110"
72677,"club-110"
72678,"club-137"
72680,"club-107"
72682,"club-102"
72683,"club-114"
72685,"club-137"
72687,"club-114"
72689,"club-114"
72690,"club-137"
72691,"club-114"
72692,"club-111"
72693,"club-137"
72694,"club-121"
72695,"club-137"
72696,"club-110"
72699,"club-107"
72703,"club-114"
72704,"club-107"
72705,"club-102"
72708,"club-110"
72709,"club-107"
72710,"club-114"
72717,"club-121"
72718,"club-137"
72719,"club-112"
72720,"club-137"
72722,"club-110"
72725,"club-121"
72726,"club-217"
72727,"club-114"
72728,"club-106"
72729,"club-106"
72730,"club-102"
72732,"club-111"
72734,"club-102"
72735,"club-137"
72738,"club-217"
72741,"club-217"
72744,"club-114"
72750,"club-217"
72753,"club-111"
72754,"club-107"
72755,"club-217"
72757,"club-111"
72760,"club-217"
72761,"club-121"
72762,"club-137"
72764,"club-110"
72766,"club-102"
72767,"club-137"
72774,"club-137"
72775,"club-110"
72776,"club-111"
72778,"club-107"
72779,"club-111"
72780,"club-137"
72782,"club-106"
72785,"club-137"
72788,"club-121"
72789,"club-137"
72790,"club-217"
72793,"club-107"
72794,"club-111"
72795,"club-114"
72800,"club-107"
72801,"club-217"
72804,"club-111"
72806,"club-217"
72808,"club-137"
72809,"club-111"
72814,"club-107"
72816,"club-107"
72817,"club-111"
72818,"club-107"
72820,"club-107"
72821,"club-107"
72822,"club-111"
72824,"club-106"
72826,"club-137"
72828,"club-121"
72829,"club-111"
72831,"club-110"
72832,"club-137"
72833,"club-137"
72836,"club-137"
72839,"club-114"
72840,"club-114"
72841,"club-107"
72843,"club-121"
72844,"club-107"
72845,"club-107"
72847,"club-114"
72848,"club-105"
72849,"club-114"
72854,"club-105"
72855,"club-105"
72858,"club-105"
72859,"club-105"
72863,"club-105"
72864,"club-107"
72871,"club-106"
72872,"club-105"
72873,"club-105"
72875,"club-107"
72876,"club-105"
72877,"club-107"
72879,"club-114"
72880,"club-114"
72883,"club-136"
72884,"club-108"
72887,"club-107"
72888,"club-106"
72889,"club-114"
72890,"club-114"
72892,"club-114"
72896,"club-114"
72897,"club-114"
72898,"club-105"
72902,"club-114"
72903,"club-106"
72906,"club-114"
72908,"club-114"
72909,"club-105"
72912,"club-114"
72913,"club-105"
72916,"club-105"
72918,"club-114"
72919,"club-105"
72920,"club-103"
72921,"club-107"
72923,"club-107"
72924,"club-114"
72927,"club-105"
72928,"club-106"
72929,"club-105"
72930,"club-105"
72931,"club-105"
72933,"club-114"
72934,"club-107"
72936,"club-103"
72939,"club-114"
72941,"club-107"
72942,"club-107"
72944,"club-105"
72945,"club-105"
72947,"club-114"
72949,"club-114"
72952,"club-107"
72954,"club-105"
72955,"club-114"
72959,"club-114"
72963,"club-101"
72969,"club-114"
72970,"club-108"
72972,"club-101"
72975,"club-103"
72976,"club-107"
72977,"club-107"
72978,"club-114"
72979,"club-114"
72980,"club-114"
72981,"club-107"
72984,"club-114"
72987,"club-106"
72989,"club-114"
72991,"club-136"
72993,"club-114"
72994,"club-105"
72995,"club-105"
72996,"club-114"
72997,"club-136"
72998,"club-105"
72999,"club-107"
73000,"club-114"
73002,"club-107"
73003,"club-105"
73004,"club-107"
73005,"club-106"
73008,"club-114"
73010,"club-114"
73011,"club-105"
73012,"club-106"
73014,"club-107"
73016,"club-105"
73017,"club-105"
73019,"club-106"
73023,"club-107"
73024,"club-106"
73026,"club-114"
73031,"club-106"
73033,"club-114"
73035,"club-114"
73036,"club-107"
73038,"club-108"
73039,"club-114"
73041,"club-114"
73042,"club-106"
73045,"club-136"
73046,"club-105"
73048,"club-136"
73049,"club-107"
73050,"club-114"
73052,"club-107"
73053,"club-105"
73054,"club-105"
73056,"club-105"
73057,"club-107"
73058,"club-107"
73059,"club-106"
73060,"club-107"
73064,"club-114"
73066,"club-106"
73067,"club-107"
73068,"club-106"
73070,"club-105"
73071,"club-114"
73074,"club-114"
73075,"club-114"
73077,"club-114"
73078,"club-105"
73079,"club-107"
73080,"club-107"
73081,"club-114"
73082,"club-105"
73085,"club-105"
73087,"club-105"
73089,"club-107"
73092,"club-107"
73097,"club-106"
73100,"club-106"
73102,"club-114"
73105,"club-114"
73106,"club-103"
73108,"club-105"
73109,"club-105"
73110,"club-114"
73111,"club-105"
73113,"club-103"
73115,"club-114"
73118,"club-119"
73119,"club-106"
73124,"club-106"
73129,"club-105"
73130,"club-102"
73131,"club-106"
73132,"club-112"
73134,"club-115"
73135,"club-112"
73136,"club-119"
73137,"club-205"
73139,"club-110"
73142,"club-106"
73146,"club-105"
73148,"club-112"
73149,"club-119"
73150,"club-110"
73153,"club-118"
73154,"club-118"
73155,"club-105"
73158,"club-106"
73160,"club-112"
73163,"club-205"
73164,"club-118"
73167,"club-112"
73168,"club-110"
73169,"club-106"
73171,"club-102"
73173,"club-118"
73177,"club-118"
73178,"club-105"
73179,"club-115"
73180,"club-110"
73181,"club-102"
73182,"club-118"
73184,"club-110"
73186,"club-106"
73187,"club-112"
73190,"club-119"
73191,"club-112"
73192,"club-205"
73193,"club-112"
73195,"club-118"
73199,"club-110"
73200,"club-112"
73201,"club-205"
73202,"club-106"
73206,"club-118"
73209,"club-105"
73210,"club-112"
73212,"club-205"
73213,"club-112"
73215,"club-112"
73217,"club-115"
73220,"club-106"
73221,"club-112"
73222,"club-118"
73223,"club-102"
73224,"club-106"
73225,"club-110"
73226,"club-115"
73228,"club-112"
73235,"club-112"
73238,"club-205"
73240,"club-112"
73243,"club-115"
73244,"club-106"
73245,"club-105"
73247,"club-115"
73248,"club-119"
73250,"club-118"
73251,"club-205"
73253,"club-112"
73256,"club-118"
73261,"club-118"
73263,"club-106"
73268,"club-105"
73270,"club-112"
73271,"club-112"
73273,"club-112"
73275,"club-112"
73277,"club-106"
73278,"club-102"
73279,"club-102"
73281,"club-106"
73283,"club-112"
73286,"club-106"
73287,"club-105"
73292,"club-105"
73295,"club-106"
73296,"club-112"
73300,"club-105"
73305,"club-118"
73307,"club-115"
73312,"club-112"
73314,"club-102"
73317,"club-110"
73320,"club-105"
73325,"club-115"
73326,"club-106"
73327,"club-105"
73329,"club-205"
73333,"club-119"
73335,"club-102"
73336,"club-115"
73338,"club-105"
73339,"club-112"
73340,"club-205"
73341,"club-106"
73347,"club-102"
73348,"club-106"
73349,"club-205"
73350,"club-118"
73352,"club-205"
73354,"club-119"
73356,"club-106"
73357,"club-102"
73358,"club-205"
73360,"club-118"
73363,"club-205"
73364,"club-119"
73365,"club-205"
73366,"club-106"
73370,"club-112"
73373,"club-112"
73376,"club-115"
73378,"club-105"
73382,"club-112"
73383,"club-112"
73384,"club-112"
73386,"club-112"
73388,"club-112"
73389,"club-115"
73390,"club-106"
73392,"club-112"
73393,"club-106"
73395,"club-112"
73400,"club-102"
73402,"club-112"
73403,"club-110"
73404,"club-105"
73407,"club-115"
73408,"club-112"
73409,"club-106"
73411,"club-105"
73412,"club-106"
73413,"club-102"
73415,"club-105"
73417,"club-205"
73418,"club-118"
73419,"club-112"
73420,"club-118"
73421,"club-105"
73424,"club-107"
73425,"club-106"
73427,"club-112"
73430,"club-101"
73431,"club-108"
73432,"club-112"
73436,"club-108"
73437,"club-101"
73440,"club-102"
73441,"club-112"
73444,"club-112"
73445,"club-138"
73446,"club-112"
73447,"club-112"
73448,"club-112"
73449,"club-112"
73452,"club-108"
73453,"club-108"
73454,"club-108"
73455,"club-112"
73457,"club-112"
73459,"club-107"
73461,"club-107"
73462,"club-112"
73464,"club-112"
73465,"club-112"
73466,"club-102"
73467,"club-102"
73469,"club-102"
73470,"club-112"
73471,"club-108"
73472,"club-138"
73474,"club-112"
73475,"club-101"
73479,"club-102"
73480,"club-112"
73481,"club-102"
73482,"club-108"
73483,"club-102"
73484,"club-108"
73490,"club-101"
73492,"club-108"
73494,"club-107"
73498,"club-112"
73499,"club-112"
73500,"club-112"
73501,"club-112"
73502,"club-112"
73503,"club-102"
73507,"club-138"
73508,"club-107"
73510,"club-101"
73511,"club-102"
73513,"club-108"
73522,"club-102"
73524,"club-101"
73530,"club-107"
73536,"club-102"
73537,"club-102"
73539,"club-102"
73540,"club-112"
73541,"club-106"
73542,"club-102"
73544,"club-102"
73545,"club-112"
73546,"club-107"
73547,"club-112"
73548,"club-107"
73550,"club-138"
73553,"club-106"
73555,"club-102"
73560,"club-102"
73563,"club-106"
73565,"club-102"
73567,"club-107"
73569,"club-112"
73570,"club-106"
73571,"club-102"
73572,"club-112"
73573,"club-102"
73574,"club-106"
73576,"club-108"
73578,"club-112"
73579,"club-112"
73581,"club-112"
73582,"club-138"
73584,"club-107"
73585,"club-112"
73586,"club-112"
73587,"club-108"
73590,"club-107"
73591,"club-101"
73594,"club-102"
73601,"club-102"
73602,"club-138"
73603,"club-107"
73604,"club-108"
73606,"club-102"
73607,"club-112"
73608,"club-107"
73609,"club-102"
73611,"club-138"
73614,"club-101"
73615,"club-112"
73616,"club-108"
73618,"club-112"
73620,"club-112"
73621,"club-106"
73625,"club-138"
73628,"club-102"
73631,"club-112"
73632,"club-102"
73633,"club-102"
73637,"club-107"
73638,"club-112"
73639,"club-112"
73641,"club-138"
73642,"club-138"
73643,"club-102"
73645,"club-108"
73649,"club-108"
73650,"club-112"
73654,"club-107"
73655,"club-112"
73656,"club-101"
73657,"club-102"
73659,"club-112"
73661,"club-112"
73662,"club-112"
73663,"club-107"
73665,"club-112"
73666,"club-112"
73667,"club-112"
73669,"club-138"
73672,"club-102"
73674,"club-112"
73677,"club-106"
73678,"club-108"
73681,"club-102"
73682,"club-112"
73685,"club-108"
73686,"club-101"
73688,"club-112"
73690,"club-107"
73691,"club-138"
73692,"club-112"
73696,"club-112"
73697,"club-112"
73700,"club-101"
73701,"club-112"
73702,"club-108"
73705,"club-106"
73707,"club-112"
73710,"club-112"
73712,"club-112"
73713,"club-108"
73715,"club-108"
73719,"club-112"
73721,"club-108"
73722,"club-112"
73724,"club-102"
73725,"club-112"
73729,"club-138"
73730,"club-102"
73732,"club-112"
73735,"club-112"
73736,"club-107"
73738,"club-112"
73740,"club-138"
73742,"club-114"
73743,"club-108"
73745,"club-114"
73746,"club-108"
73748,"club-108"
73750,"club-102"
73754,"club-114"
73755,"club-121"
73758,"club-121"
73764,"club-111"
73766,"club-106"
73767,"club-107"
73768,"club-107"
73769,"club-137"
73770,"club-108"
73772,"club-102"
73773,"club-102"
73774,"club-111"
73775,"club-137"
73777,"club-108"
73779,"club-108"
73780,"club-137"
73781,"club-111"
73782,"club-137"
73783,"club-108"
73784,"club-111"
73790,"club-106"
73791,"club-107"
73792,"club-108"
73793,"club-107"
73797,"club-111"
73798,"club-108"
73799,"club-137"
73804,"club-121"
73805,"club-114"
73808,"club-108"
73809,"club-108"
73811,"club-111"
73814,"club-107"
73816,"club-107"
73817,"club-108"
73824,"club-108"
73828,"club-108"
73830,"club-137"
73831,"club-137"
73834,"club-108"
73835,"club-106"
73837,"club-111"
73838,"club-114"
73841,"club-107"
73842,"club-106"
73844,"club-108"
73846,"club-106"
73847,"club-108"
73848,"club-106"
73850,"club-114"
73853,"club-107"
73856,"club-114"
73857,"club-137"
73858,"club-137"
73859,"club-107"
73862,"club-137"
73864,"club-114"
73865,"club-121"
73869,"club-106"
73873,"club-121"
73874,"club-114"
73875,"club-105"
73876,"club-106"
73877,"club-102"
73878,"club-107"
73879,"club-108"
73881,"club-108"
73883,"club-108"
73884,"club-107"
73885,"club-107"
73886,"club-107"
73888,"club-111"
73892,"club-107"
73893,"club-121"
73894,"club-106"
73896,"club-111"
73899,"club-107"
73900,"club-105"
73901,"club-106"
73902,"club-108"
73903,"club-108"
73906,"club-102"
73908,"club-108"
73909,"club-106"
73910,"club-111"
73911,"club-107"
73914,"club-107"
73916,"club-111"
73918,"club-107"
73920,"club-108"
73921,"club-108"
73923,"club-107"
73929,"club-107"
73931,"club-107"
73933,"club-102"
73935,"club-107"
73936,"club-137"
73937,"club-106"
73942,"club-108"
73945,"club-107"
73946,"club-107"
73947,"club-107"
73949,"club-137"
73951,"club-114"
73955,"club-107"
73956,"club-106"
73957,"club-107"
73959,"club-107"
73960,"club-111"
73961,"club-121"
73962,"club-137"
73963,"club-106"
73964,"club-108"
73966,"club-107"
73969,"club-102"
73971,"club-108"
73972,"club-107"
73974,"club-111"
73975,"club-102"
73976,"club-107"
73977,"club-107"
73978,"club-107"
73979,"club-121"
73980,"club-111"
73981,"club-111"
73982,"club-106"
73983,"club-108"
73985,"club-114"
73987,"club-108"
73988,"club-114"
73989,"club-108"
73990,"club-108"
73991,"club-114"
73992,"club-111"
73994,"club-107"
73995,"club-108"
73997,"club-107"
74000,"club-108"
74002,"club-108"
74003,"club-114"
74005,"club-108"
74006,"club-107"
74007,"club-106"
74008,"club-137"
74009,"club-108"
74011,"club-121"
74012,"club-137"
74013,"club-105"
74020,"club-108"
74022,"club-107"
74027,"club-133"
74032,"club-132"
74049,"club-123"
74052,"club-111"
74074,"club-420"
74078,"club-233"
74082,"club-101"
74083,"club-111"
74093,"club-106"
74094,"club-113"
74096,"club-113"
74099,"club-110"
74102,"club-106"
74104,"club-113"
74110,"club-134"
74124,"club-111"
74144,"club-102"
74145,"club-102"
74148,"club-102"
74149,"club-102"
74151,"club-102"
74159,"club-103"
74160,"club-103"
74161,"club-102"
74165,"club-101"
74167,"club-101"
74177,"club-101"
74181,"club-101"
74202,"club-420"
74204,"club-111"
74205,"club-111"
74218,"club-127"
74220,"club-115"
74227,"club-106"
74229,"club-123"
74233,"club-101"
74236,"club-101"
74237,"club-115"
74243,"club-101"
74250,"club-123"
74257,"club-218"
74272,"club-242"
74283,"club-111"
74291,"club-123"
74296,"club-123"
74314,"club-221"
74357,"club-102"
74359,"club-114"
74360,"club-114"
74362,"club-105"
74363,"club-118"
74367,"club-106"
74368,"club-125"
74370,"club-107"
74371,"club-125"
74372,"club-118"
74374,"club-118"
74375,"club-106"
74378,"club-106"
74379,"club-114"
74382,"club-105"
74383,"club-106"
74387,"club-108"
74390,"club-106"
74392,"club-106"
74395,"club-102"
74396,"club-114"
74399,"club-118"
74401,"club-106"
74405,"club-111"
74415,"club-124"
74417,"club-109"
74420,"club-117"
74421,"club-132"
74422,"club-103"
74426,"club-101"
74428,"club-107"
74430,"club-126"
74433,"club-102"
74435,"club-604"
74436,"club-103"
74437,"club-102"
74438,"club-103"
74439,"club-126"
74440,"club-119"
74442,"club-126"
74466,"club-101"
74480,"club-243"
74485,"club-107"
74490,"club-108"
74493,"club-108"
74495,"club-101"
74496,"club-604"
74497,"club-108"
74499,"club-126"
74501,"club-109"
74504,"club-113"
74507,"club-126"
74510,"club-108"
74517,"club-123"
74523,"club-101"
74532,"club-206"
74564,"club-407"
74570,"club-108"
74594,"club-604"
74621,"club-108"
74622,"club-106"
74623,"club-118"
74626,"club-108"
74627,"club-108"
74628,"club-107"
74630,"club-107"
74631,"club-118"
74632,"club-123"
74639,"club-108"
74641,"club-118"
74642,"club-108"
74644,"club-103"
74646,"club-106"
74650,"club-106"
74652,"club-118"
74656,"club-107"
74657,"club-106"
74673,"club-221"
74694,"club-102"
74696,"club-116"
74697,"club-107"
74700,"club-107"
74702,"club-211"
74704,"club-107"
74706,"club-107"
74709,"club-211"
74711,"club-107"
74712,"club-116"
74714,"club-107"
74718,"club-107"
74719,"club-112"
74720,"club-103"
74722,"club-108"
74723,"club-107"
74725,"club-211"
74726,"club-107"
74728,"club-102"
74729,"club-211"
74735,"club-107"
74738,"club-112"
74740,"club-107"
74742,"club-102"
74743,"club-107"
74744,"club-102"
74745,"club-102"
74746,"club-102"
74747,"club-113"
74753,"club-211"
74754,"club-102"
74756,"club-106"
74757,"club-112"
74760,"club-116"
74761,"club-112"
74763,"club-112"
74765,"club-106"
74766,"club-106"
74767,"club-116"
74769,"club-116"
74770,"club-107"
74773,"club-211"
74774,"club-112"
74776,"club-106"
74778,"club-107"
74779,"club-106"
74781,"club-107"
74782,"club-103"
74783,"club-106"
74785,"club-108"
74786,"club-103"
74787,"club-107"
74789,"club-211"
74790,"club-113"
74791,"club-107"
74793,"club-107"
74795,"club-102"
74797,"club-108"
74798,"club-108"
74799,"club-106"
74800,"club-211"
74802,"club-102"
74803,"club-102"
74804,"club-116"
74806,"club-116"
74807,"club-103"
74810,"club-103"
74811,"club-113"
74815,"club-211"
74816,"club-211"
74818,"club-103"
74819,"club-116"
74820,"club-116"
